Issuer_Name,Issuer_Location,Issuer_Sector,Interest_Rate,Credit_Rating,Credit_Rating_Numeric,ESG_Score,Market_Demand,Inflation_Rate,Government_Support,Project_Risk,Risk_Involved,Liquidity,Currency_Risk,Issuer_Reputation,Bond_Price
JAPAN HOTEL REIT INVESTMENT CORP,Japan,Financials - Real estate,1.182536959,BB,5,82.71710027,105.9744661,2.676404505,8.712769881,7.512731169,High Risk,9.419049728,3.376773135,73.21851601,101.5585641
JAPAN HOUSING FINANCE AGENCY,Japan,SSA - Agencies,1.902749305,A,3,61.60090902,135.7934914,0.83969367,1.925816325,6.785170695,Medium Risk,5.300884969,2.744693393,75.80622921,101.1809872
JAPAN LOGISTICS FUND INC,Japan,Financials - Real estate,1.618201129,A,3,50.7190723,116.6927447,1.719099216,0.976187605,1.984101012,Low Risk,8.313240713,0.017554255,66.63818577,100.2273213
JAPAN METROPOLITAN FUND INVEST,Japan,Financials - Real estate,3.847758317,AA,2,88.21766932,93.53963234,1.955218727,8.977958064,4.939871801,Medium Risk,3.650456935,0.200098204,63.83349711,103.7772786
JAPAN POST HOLDINGS CO LTD,Japan,Financials - Insurance,0.650895956,A,3,81.18715424,145.3120114,2.122481192,3.498954636,7.916400722,High Risk,1.002113491,1.00425608,82.79743554,102.754957
JAPAN PRIME REALTY INVESTMENT CORP,Japan,Financials - Real estate,3.064503582,B,6,88.11513123,121.9245201,2.955081924,5.513173907,4.757040782,Medium Risk,6.737116477,0.930042159,55.99203308,101.367272
JAPAN RAILWAY CONSTRUCTION TRANSPORT AND TECHNOLOGY AGENCY,Japan,SSA - Agencies,3.931064086,AAA,1,51.94690083,143.0165203,1.015034585,3.595431445,5.366232797,Medium Risk,0.077596483,1.273793976,93.96363206,104.3918506
JAPAN REAL ESTATE INVESTMENT CORP,Japan,Financials - Real estate,4.445445365,BBB,4,91.85598139,102.7587973,2.923494355,1.258023363,7.711360482,High Risk,4.752929766,1.524673188,88.96015684,98.31457492
JAPAN RETAIL FUND INVESTMENT CORP,Japan,Financials - Real estate,2.039367869,AAA,1,80.97631,75.89042748,2.578635283,5.893316449,6.612653063,Medium Risk,1.928019027,1.800327468,59.53741319,98.7430846
JERNHUSEN AB,Sweden,Financials - Real estate,4.195657871,BB,5,78.16976754,55.28266864,2.167612443,5.251408518,4.093449209,Medium Risk,6.273755044,2.10268845,84.70099729,96.55611805
JIANGSU COMMUNICATIONS HOLDING CO LTD,China (mainland),Corporate - Industrials,0.997842816,BBB,4,81.23070241,122.6084851,2.598583611,2.029935592,8.954127112,High Risk,9.794198731,0.494331692,80.13164606,100.0965537
JIANGSU EXPRESSWAY CO LTD,China (mainland),Corporate - Industrials,4.309035313,A,3,93.22166234,62.1302998,1.736053217,4.518690447,1.625670687,Low Risk,4.644029063,0.21180966,59.22675254,99.028476
JIANGSU GUOXIN INVESTMENT GROUP LTD,China (mainland),Corporate - Utilities,1.07369898,BB,5,79.34682533,80.27751283,0.915192758,7.96947504,9.955164486,High Risk,8.174982565,3.369722245,63.6601753,98.19045817
JIAYUAN INTERNATIONAL GROUP LTD,Cayman Islands,Financials - Real estate,2.287792808,BBB,4,79.04751899,103.2470908,2.497295721,5.904261031,1.188525785,Low Risk,5.07784187,2.686674124,70.44932519,101.6385819
JINAN SHUNTONG INTERNATIONAL CO LTD,China (Hong Kong),Corporate - Industrials,4.087829146,B,6,99.53395785,106.4416588,2.07401692,0.969173271,0.149499711,Low Risk,4.958400311,2.220721011,84.96213676,99.97380377
JINGRUI HOLDINGS LTD,Cyprus,Financials - Real estate,1.174628423,B,6,87.83650835,110.0583197,2.418124402,5.480214972,8.900189011,High Risk,9.304234932,3.172199706,81.93617044,99.59189705
JINKO POWER TECHNOLOGY CO LTD,China (mainland),Corporate - Energy,1.531631279,B,6,72.11469027,66.62553303,1.513996343,7.027382993,2.449535084,Low Risk,8.899658687,4.138397036,76.61174238,97.83161258
JINNENG HOLDING POWER GROUP CO LTD,China (mainland),Corporate - Energy,3.750136558,B,6,85.36985,87.97374048,3.220599732,7.927034058,7.296996274,High Risk,7.858004652,2.138464546,88.42052716,99.69413685
JOHNSON CONTROLS INTERNATIONAL PLC / TYCO FIRE & SECURITY FINANCE SCA,Ireland,Corporate - Industrials,3.740164414,A,3,69.46152358,111.7194227,2.262109606,6.291175786,8.110153749,High Risk,2.962557533,3.205597325,87.89688698,101.1261671
JPMORGAN CHASE & CO.,United States,Financials - Banking,3.385164348,AAA,1,61.44377312,146.9818865,0.756207453,1.526581645,8.58986391,High Risk,5.450084157,4.767861119,80.8929577,102.5613914
JSW HYDRO ENERGY LTD,India,Corporate - Utilities,3.622768,BBB,4,79.84259384,122.7631138,1.849411972,7.101732666,9.915942357,High Risk,2.238972333,4.198122479,89.34950417,101.8027224
JUST GROUP PLC,United Kingdom,Financials - Insurance,2.942259995,A,3,96.40910491,142.2603757,2.769068164,6.773418461,2.9403971,Low Risk,4.43916698,2.130004053,66.71316874,106.470984
JYSKE BANK A/S,Denmark,Financials - Banking,1.633095765,B,6,96.456976,126.2212058,2.882403685,0.244268829,7.102433419,High Risk,4.842130658,3.223584189,94.06247642,98.36344018
K&H JELZALOGBANK ZRT,Hungary,Financials - Financial services,2.055631971,AAA,1,67.09526391,109.1716969,1.983791158,4.117476676,1.153998583,Low Risk,8.316400402,0.88535461,80.74550429,103.8145703
K2A KNAUST & ANDERSSON FASTIGHETER AB,Sweden,Financials - Real estate,1.317189726,BB,5,76.38387331,69.20233691,3.184242712,3.32950247,4.068092914,Medium Risk,8.960283653,2.802610924,91.11817569,96.11739489
KAISER FOUNDATION HOSPITALS,United States,Corporate - Health Care,4.588027526,BB,5,60.58179493,116.6685652,1.303005312,6.694120643,8.479716933,High Risk,4.146200624,4.906641456,77.31395524,100.1045172
KAJIMA CORP,Japan,Corporate - Industrials,3.125263076,BB,5,99.78155547,112.3379566,1.731796092,2.161358123,3.676580461,Medium Risk,0.177044451,2.591575576,60.92191225,99.24863348
KANAGAWA PREFECTURE,Japan,SSA - Quasi-sovereigns,2.303831375,B,6,99.05589539,110.246917,3.195790732,5.90871923,5.910953805,Medium Risk,8.617738398,4.638191496,77.12050643,100.4956973
KANEKA CORP,Japan,Corporate - Materials,2.579026116,BB,5,82.47544649,98.9785868,3.188770149,9.132059618,5.037734437,Medium Risk,1.742786785,2.036674603,68.55558319,100.9156959
KANSAI ELECTRIC POWER CO. INCORPORATION (THE),Japan,Corporate - Utilities,4.762775028,AA,2,90.22070298,102.8656604,2.557138306,7.978023722,6.459515311,Medium Risk,6.218819639,4.994224136,84.8749518,103.379711
KANTONSSPITAL AARAU AG,Switzerland,Corporate - Health Care,1.190081314,BBB,4,85.75500806,83.44425271,3.076941641,9.214577362,9.728943894,High Risk,0.249709004,2.896100176,73.78968959,98.45451224
KANTONSSPITAL WINTERTHUR,Switzerland,Financials - Real estate,3.138034244,BBB,4,79.65791095,101.9312693,0.766319801,9.785059669,0.557355265,Low Risk,3.995064753,0.211344971,91.80564025,106.0832951
KAWASAKI HEAVY INDUSTRIES LIMITED,Japan,Corporate - Industrials,2.776499055,B,6,52.66739985,69.75559057,3.094984929,0.10670127,5.739615175,Medium Risk,9.859603021,2.933773983,83.90362562,92.17626182
KB CAPITAL CO LTD,Korea,Financials - Commercial Finance,3.251544059,AA,2,72.73821713,130.5174397,1.46185972,6.227412764,8.630287793,High Risk,1.006936011,1.372863478,84.22722165,103.7171253
KB FINANCIAL GROUP INC,Korea,Financials - Banking,0.581495827,A,3,83.73931511,68.57769547,1.034994537,4.128393978,4.813827117,Medium Risk,4.23693152,0.16240661,60.85776667,97.73613614
KB SECURITIES CO LTD,Korea,Financials - Financial services,4.42455759,A,3,83.87658069,58.49662899,1.218109509,8.598544903,0.785271859,Low Risk,3.071499502,4.104266523,99.21248832,101.2806227
KBC GROUP NV,Belgium,Financials - Banking,4.694532271,BB,5,68.65613092,93.62460264,1.753905524,2.51814702,5.605393524,Medium Risk,9.050881234,1.378648185,92.08376046,98.57578594
KDB CAPITAL CORP,Korea,Financials - Commercial Finance,3.043099326,AAA,1,97.08459933,115.830744,1.253576014,9.810294891,3.320738908,Medium Risk,8.693401079,3.98274277,89.45024423,108.6223077
KENEDIX OFFICE INVESTMENT CORP,Japan,Financials - Real estate,3.634928707,A,3,58.36785161,93.77168249,1.461702758,6.137079695,1.549417853,Low Risk,2.376987603,1.441087915,66.51076126,100.9241055
KENEDIX RETAIL REIT CORP,Japan,Financials - Real estate,4.651247215,AAA,1,75.01797231,77.6754132,0.904935458,7.935374022,8.490345133,High Risk,0.811877871,0.971631769,76.78158264,101.0111801
KIA CORP,Korea,Corporate - Consumer Discretionary,3.682573854,BBB,4,84.54419883,105.8171184,1.388530297,0.855995528,5.21599513,Medium Risk,6.271383941,4.869677871,56.8551594,97.80180604
KILROY REALTY LP,United States,Financials - Real estate,1.186425693,AAA,1,84.85679029,84.70023354,2.216851444,1.834578848,9.332764124,High Risk,3.363687119,1.808226639,76.92379883,97.21581521
KIMCO REALTY CORP,United States,Financials - Real estate,3.093297621,BBB,4,82.43194784,143.286769,1.825561124,7.58403673,8.060165046,High Risk,6.720843906,3.006881057,57.29446232,104.5645688
KIRIN HOLDINGS CO LTD,Japan,Corporate - Consumer Staples,3.230217709,AA,2,63.76441067,142.264514,1.540156284,0.21986522,6.929717938,Medium Risk,0.321197561,3.049907464,77.6518922,100.5069635
KIWI PROPERTY GROUP LTD,New Zealand,Financials - Real estate,2.408588021,AA,2,57.81032843,100.237182,2.739356387,8.168779859,0.050255034,Low Risk,1.333992352,2.802367411,82.43609401,103.0036416
KLABIN AUSTRIA GMBH,Austria,Corporate - Materials,3.81399906,B,6,81.79701634,82.7883994,3.180529914,0.139490187,4.278234566,Medium Risk,6.863722328,4.573478718,69.50979836,93.97633811
KLOVERN AB,Sweden,Financials - Real estate,4.704651566,B,6,79.96510581,123.7132414,2.770367669,6.571188391,1.974862817,Low Risk,2.123706553,3.372205357,74.92724392,102.2578539
KNOWLEDGE CITY GUANGZHOU INVESTMENT GROUP CO LTD,China (mainland),Financials - Financial services,4.665058308,BB,5,58.96780051,53.67129435,1.496002106,3.650939202,9.10797911,High Risk,8.575876758,2.018665021,93.78266938,94.07112291
KOCHI PREFECTURE,Japan,SSA - Quasi-sovereigns,2.528777171,A,3,85.25695728,97.4769006,2.733326504,6.114948527,1.745839847,Low Risk,0.585908877,4.311901923,55.42815724,100.3621586
KOJAMO OYJ,Finland,Financials - Real estate,1.009571206,BB,5,72.75859959,83.63233943,0.955940547,6.96031407,2.860600517,Low Risk,2.154819828,0.905314496,89.58664465,100.1744809
KOMATSU LTD,Japan,Corporate - Industrials,4.931785395,BBB,4,83.38802958,142.0535885,0.890953964,3.424752192,5.168367677,Medium Risk,9.985602485,2.721183788,58.53772755,104.1569222
KOMETA 99 ELELMISZERIPARI ZRT,Hungary,Corporate - Consumer Staples,4.275041389,BB,5,91.86835399,51.20030273,1.536881111,1.079624481,2.63363619,Low Risk,4.330761026,4.75275186,51.83539914,93.09191356
KOMMUNALBANKEN AS,Norway,SSA - Agencies,1.060982065,AAA,1,58.48642143,105.2814876,2.923107107,0.696458677,2.098646773,Low Risk,7.029656635,3.126988149,59.27873014,98.74969668
KOMMUNEKREDIT,Denmark,SSA - Quasi-sovereigns,4.643788472,BBB,4,50.9572434,124.0663581,1.239044742,5.889360226,5.990993251,Medium Risk,1.826630489,4.084842252,88.2521595,101.4271726
KOMMUNINVEST I SVERIGE AB,Sweden,SSA - Quasi-sovereigns,4.414533629,B,6,88.95512932,98.50179875,0.689760227,5.206553537,0.889295228,Low Risk,6.09868735,3.267803628,70.25630367,101.2654853
KONINKLIJKE AHOLD DELHAIZE NV,Netherlands,Corporate - Consumer Staples,2.834771257,AA,2,80.48487126,58.54030302,0.895128606,7.422010091,0.581677587,Low Risk,7.261060684,4.196854318,93.62602584,101.433922
KONINKLIJKE KPN N.V.,Netherlands,Corporate - Communications,3.160739461,B,6,84.98197848,147.246139,3.076234906,5.0973551,3.722452952,Medium Risk,3.144766359,4.722439399,76.23537706,102.695962
KONINKLIJKE PHILIPS N.V.,Netherlands,Corporate - Health Care,2.295512167,A,3,91.90774875,101.8010431,2.401349854,4.2244579,7.206644545,High Risk,8.28897112,1.364608638,51.1125176,100.1237288
KOOKMIN BANK,Korea,Financials - Banking,0.746427375,BBB,4,90.14054674,111.4186244,1.25960349,3.980871782,5.548067583,Medium Risk,6.034175785,0.848305406,85.83568048,101.7845977
KOREA DEVELOPMENT BANK/THE,Korea,SSA - Quasi-sovereigns,2.008387587,BBB,4,98.04600735,73.66097827,2.165887476,0.264469026,4.228764685,Medium Risk,3.891230096,2.419953752,55.51164544,95.02185466
KOREA DISTRICT HEATING CORP,Korea,Corporate - Utilities,4.112840519,AAA,1,76.79675394,98.34980851,2.082738867,3.355572017,5.657515642,Medium Risk,5.576423933,3.509312134,89.46898167,100.9286522
KOREA EAST-WEST POWER CO LTD,Korea,Corporate - Utilities,0.520844104,A,3,74.42478163,92.9149492,2.466307935,9.760201575,3.654514847,Medium Risk,5.767608474,1.135956266,58.40512749,102.5456083
KOREA ELECTRIC POWER CORP,Korea,Corporate - Utilities,2.000746273,AA,2,70.09435999,57.4895842,1.199562663,8.735555762,9.361463354,High Risk,1.655352927,0.020507252,67.27231929,98.10551901
KOREA HYDRO & NUCLEAR POWER CO LTD,Korea,Corporate - Utilities,2.291759121,BBB,4,57.68455214,60.61603535,3.093208962,3.29378067,0.549048909,Low Risk,4.027323699,1.714675579,88.06357148,95.75089456
KOREA INTERNATIONAL BOND,Korea,SSA - Sovereigns,2.918280213,BBB,4,78.63036164,133.747252,1.428105686,5.877954051,6.73391479,Medium Risk,3.43430588,4.844296677,97.71156787,103.3294808
KOREA INVESTMENT & SECURITIES CO LTD,Korea,Financials - Financial services,4.639350274,AAA,1,63.85062622,73.98199522,2.582394962,8.472967455,8.912826648,High Risk,4.009027226,3.474837303,68.57169753,99.23230532
KOREA LAND & HOUSING CORP,Korea,SSA - Agencies,2.058556975,BB,5,96.06537561,69.49582715,0.548373939,4.412743368,8.038847087,High Risk,7.611105885,2.00662722,91.47001101,97.79951966
KOREA MIDLAND POWER CO LTD,Korea,Corporate - Utilities,2.061289409,AA,2,79.15954021,100.4911451,1.61797139,0.179578638,1.840410348,Low Risk,4.825384075,0.962880487,59.53961327,99.35544446
KOREA RAILROAD CORP,Korea,SSA - Agencies,3.818755616,B,6,79.64200903,126.8747131,1.555129454,0.745104618,2.95926349,Low Risk,9.403161532,1.780448369,90.35898851,101.0773804
KOREA SMES AND STARTUPS AGENCY,Korea,SSA - Agencies,2.534980734,A,3,67.74623304,56.19465186,2.130453286,5.103927213,7.170479387,High Risk,2.936764134,0.849197167,82.87470296,95.86459052
KOREA SOUTH-EAST POWER CO LTD,Korea,SSA - Agencies,1.510721703,BBB,4,52.5994676,107.680792,0.718208785,9.694393757,0.842705592,Low Risk,4.157035783,0.531529107,59.63717536,103.984648
KOREA SOUTH-EAST POWER CO. LTD,Korea,SSA - Agencies,2.535977823,BBB,4,51.58718827,61.92104428,2.870394121,6.932095422,8.118616998,High Risk,7.869568105,4.533711863,65.12519802,94.84666207
KOREA SOUTHERN POWER CO LTD,Korea,Corporate - Utilities,1.133856592,B,6,71.16675721,53.64610508,1.153342405,0.709161914,7.189069446,High Risk,5.460245933,4.988251692,56.58854443,90.12240444
KOREA WATER RESOURCES CORP,Korea,SSA - Agencies,1.293741439,AA,2,54.2282689,55.27439522,2.531113445,1.893608758,7.296066492,High Risk,5.470281464,0.820572198,69.14835055,93.39655358
KOREA WESTERN POWER CO LTD,Korea,Corporate - Utilities,2.742654977,BB,5,80.34234778,133.4164108,2.90963637,7.713231432,1.002413703,Low Risk,0.53340163,0.272612794,60.18243206,104.4503612
KOREAN AIR LINES CO LTD,Korea,Corporate - Consumer Discretionary,2.385164523,BBB,4,94.04865028,61.79724836,2.185630869,8.4143976,7.177605448,High Risk,3.985996627,1.648655536,82.19989768,98.86084428
KORIAN SA,France,Corporate - Health Care,4.616806555,AA,2,94.14574083,54.51513644,2.72264962,6.176945862,6.798181252,Medium Risk,2.707337324,2.308295904,99.72525521,98.44627679
KRAFTWERKE OBERHASLI AG,Switzerland,Corporate - Utilities,2.130772546,B,6,82.95227051,93.78998871,2.485580937,6.444231696,8.309224908,High Risk,9.993351228,1.024106235,50.60045815,98.44549841
KREDITANSTALT FUER WIEDERAUFBAU,Germany,SSA - Quasi-sovereigns,3.112647576,AAA,1,60.56159157,134.3993472,1.566589391,0.283374504,0.415959563,Low Risk,3.083550706,1.507124559,77.04599066,103.006053
KREDITTFORENINGEN FOR SPAREBANKER,Norway,Financials - Banking,3.345189296,BB,5,93.14984157,76.24083765,2.926575617,8.285302596,0.231106685,Low Risk,8.844965348,1.004353678,78.68332988,102.1441912
KUNGSLEDEN AB,Sweden,Financials - Real estate,0.558925055,A,3,94.30467177,92.17126175,1.38410411,7.882752082,3.730070999,Medium Risk,6.76233735,3.871302842,95.71043948,103.3356587
KUNMING RAIL TRANSIT GROUP CO LTD,China (mainland),Corporate - Consumer Discretionary,3.485918174,BBB,4,59.83267925,53.99225326,2.213638753,2.590351441,1.487882838,Low Risk,3.409164092,3.562889716,75.30026674,94.18974573
KUNTARAHOITUS OYJ,Finland,SSA - Quasi-sovereigns,1.301161851,AA,2,86.87130429,94.90785141,2.736193217,7.0867672,5.583844776,Medium Risk,5.435343784,3.174757579,77.18507098,101.7147565
KUTXABANK SA,Spain,Financials - Banking,4.824816429,AAA,1,64.32597745,107.7613081,1.636867729,2.148546064,9.173489015,High Risk,8.405358799,1.936089285,73.58264007,100.0606378
KVIKA BANKI HF.,Iceland,Financials - Banking,1.168982275,A,3,90.13201562,107.0907054,1.408302823,0.403301611,3.914797303,Medium Risk,8.83368298,4.545204707,63.44521523,99.17263933
KWG GROUP HOLDINGS LTD,China (mainland),Financials - Real estate,2.365808557,AA,2,99.861895,83.24266922,1.878038031,2.011365426,8.449503773,High Risk,1.60393875,4.847662708,52.80145666,96.13369253
KYUSHU ELECTRIC POWER COMANY INC.,Japan,Corporate - Utilities,0.884073506,AA,2,51.50130027,81.55331807,2.953890483,1.786288768,0.002408745,Low Risk,3.395731412,0.868196563,70.43288411,97.2607891
KYUSHU RAILWAY CO,Japan,Corporate - Consumer Discretionary,4.985934133,A,3,94.86829329,60.66236189,3.289765289,3.377479967,1.685146435,Low Risk,3.352231802,1.115063207,52.62957356,97.04437482
LA BANQUE POSTALE HOME LOAN SFH SA,France,Financials - Consumer Finance,2.759877546,AAA,1,81.13152668,86.67983206,2.135250239,4.184494972,0.304235397,Low Risk,0.420447961,2.62815514,77.52462347,101.0308298
LA BANQUE POSTALE SA,France,Financials - Banking,3.179232578,B,6,98.66913096,59.94946689,2.484398616,5.085388915,3.281471805,Medium Risk,5.982377599,0.456252846,65.36468216,96.92212612
LA POSTE,France,Corporate - Industrials,0.801844148,AAA,1,73.25047588,126.6595945,3.209820867,4.767538755,9.081895957,High Risk,8.54820053,2.182241994,76.68012008,102.5276118
LAMDA DEVELOPMENT SA,Greece,Financials - Real estate,3.874822117,BB,5,92.36939653,146.6274298,0.795640554,2.70674606,0.969521236,Low Risk,3.815743878,2.908956324,56.71484822,104.0598436
LAND BADEN-WUERTTEMBERG,Germany,SSA - Quasi-sovereigns,1.444575169,BBB,4,53.11970343,147.0074457,1.196235734,0.291706686,6.064097767,Medium Risk,7.40035945,2.610367856,96.63149829,101.1872472
LAND SECURITIES CAPITAL MARKETS PLC,United Kingdom,Financials - Real estate,4.541244302,A,3,66.7639525,136.5071099,2.626700019,6.051016222,4.514959391,Medium Risk,6.277004136,1.654542915,94.72606218,105.2366002
LANDESBANK BADEN-WÃœRTTEMBERG,Germany,Financials - Banking,1.423128382,B,6,53.35082689,110.0792149,2.971233386,3.957448298,9.384682124,High Risk,3.756487355,2.71222903,59.49982546,95.33910308
LANDESBANK HESSEN-THUERINGEN GIROZENTRALE,Germany,Financials - Banking,1.358094743,A,3,98.76715667,120.0865697,3.071087085,2.986721574,1.225191425,Low Risk,1.410597995,4.794004771,67.17221416,101.3254267
LANDESBANK SAAR,Germany,Financials - Banking,0.664473505,A,3,90.84869536,78.52058027,1.745321531,8.669410428,2.120278505,Low Risk,7.093238528,1.030087021,80.67463859,103.0376327
LANDSBANKINN HF,Iceland,Financials - Banking,2.624301253,AAA,1,92.62737106,113.077042,0.768019707,7.467433078,0.295419686,Low Risk,8.545651689,3.274156792,54.78431037,106.9244766
LANDSHYPOTEK BANK AB (PUBL),Sweden,Financials - Consumer Finance,3.0417851,BBB,4,96.89826157,95.56495494,1.813344432,8.577655484,4.339352496,Medium Risk,6.858544924,0.216983471,67.72839106,103.6257839
LANDWIRTSCHAFTLICHE RENTENBANK,Germany,SSA - Quasi-sovereigns,0.795688877,BB,5,54.25517431,98.20173398,1.192203771,4.949827947,2.778328996,Low Risk,0.17878484,0.332082022,62.55561434,98.34726316
LÃ„NSFÃ–RSÃ„KRINGAR BANK AB (PUBL),Sweden,Financials - Banking,3.989874275,AA,2,69.27987963,125.777656,1.373589365,1.309312521,8.699059339,High Risk,2.162328944,2.759141121,95.77583644,100.4724812
LANTMANNEN EK FOR,Sweden,Corporate - Consumer Staples,2.539799756,AA,2,53.55174445,78.19183556,2.816802671,6.962214361,6.049408132,Medium Risk,0.694799849,0.524695902,92.62553181,99.01046667
"LAR ESPANA REAL ESTATE SOCIMI, SA",Spain,Financials - Real estate,2.859756212,A,3,60.53965508,81.80396117,0.726581258,2.060737799,6.14090738,Medium Risk,5.703860996,0.111733942,78.99163706,97.4984534
LASALLE LOGIPORT REIT,Japan,Financials - Real estate,2.483432361,BBB,4,61.46828885,142.4641791,2.982743652,4.412296691,5.319106969,Medium Risk,7.564776788,0.857564988,76.01731684,103.0450065
LATVENERGO AS,Latvia,Corporate - Utilities,2.303433774,B,6,73.45536055,55.62242949,1.783007257,0.650007889,0.918503372,Low Risk,1.105791871,2.824245855,96.53628973,93.23295295
LEADER ENERGY SDN BHD,Singapore,Financials - Financial services,3.018381491,AAA,1,63.42810837,98.56342984,2.288191793,8.253084024,4.450186837,Medium Risk,8.383378206,3.516704773,96.62138915,104.0516241
LEASEPLAN CORPORATION N.V.,Netherlands,Financials - Commercial Finance,1.198581107,BBB,4,55.04890534,141.28008,0.768956694,1.25940641,9.995051897,High Risk,5.555089784,1.012392821,98.46650627,100.4707939
LEASYS SPA,Italy,Corporate - Consumer Discretionary,1.318676587,BBB,4,58.37455445,111.0363008,1.512077235,9.03097507,8.352292908,High Risk,6.899690121,3.341297186,56.26894421,101.1204149
LEEWARD RENEWABLE ENERGY OPERATIONS LLC,United States,Corporate - Utilities,4.378035295,AAA,1,57.36377818,104.6407074,0.769102757,8.642306023,8.934590542,High Risk,9.714018486,0.912381655,58.02789054,103.765754
LEJONFASTIGHETER AB,Sweden,Financials - Real estate,4.75751958,A,3,98.6538399,74.97441792,3.384631169,4.645827644,8.232263592,High Risk,0.836809882,3.067287133,83.83683493,97.31548144
LENDLEASE EUROPE FINANCE PLC,United Kingdom,Corporate - Industrials,2.179891923,BBB,4,87.96462535,84.32754891,2.921784948,7.443682043,1.030416934,Low Risk,9.01224023,2.059798399,77.07172383,102.0438116
LENDLEASE FINANCE LTD,Australia,Financials - Real estate,1.718351029,AA,2,98.38807326,135.2048416,1.878898263,6.194450738,2.274482541,Low Risk,1.26102696,3.268997547,50.92329524,105.3609044
LENOVO GROUP LTD,China (Hong Kong),Corporate - Technology,3.397997945,AAA,1,71.98702433,105.9218132,1.170807645,8.030756423,0.031216514,Low Risk,3.929588066,4.975263762,53.0987518,104.5314999
LEROY SEAFOOD GROUP ASA,Norway,Corporate - Consumer Staples,2.33930377,B,6,63.91842408,101.4742194,3.300365316,4.318051008,3.035101249,Medium Risk,8.514386963,4.689084826,94.40401911,98.46454599
LG CHEM LTD,Korea,Corporate - Materials,0.6142386,BB,5,89.91465986,59.95797135,1.533789787,7.858084842,1.086074023,Low Risk,9.062542367,0.021408789,93.44353978,100.9382048
LG DISPLAY CO LTD,Korea,Corporate - Technology,1.202686688,A,3,66.3126959,51.60281565,0.982953295,4.624568171,4.727933453,Medium Risk,5.063716735,4.427193822,67.8635461,95.15223185
LG ELECTRONICS INC,Korea,Corporate - Technology,3.72187503,AAA,1,64.96916869,146.3685189,2.189493165,9.409657878,6.771274886,Medium Risk,5.941046383,0.332453976,94.55253085,108.9497827
LIBERTY UTILITIES FINANCE GP 1,United States,Corporate - Utilities,3.465157739,BB,5,61.62529961,87.69861673,3.331322361,4.863721008,8.74505295,High Risk,7.081473346,4.765232931,79.68375372,95.79264285
LINK 2019 CB LTD,Virgin Islands,Financials - Real estate,0.621931966,BB,5,56.48394891,110.3213062,0.511490872,4.626192719,7.492171651,High Risk,8.327586685,1.409128395,90.29528235,100.0209522
LINK FINANCE CAYMAN 2009 LTD/THE,Cayman Islands,Financials - Real estate,1.498874729,B,6,62.82315305,57.97150732,1.21437453,7.850718616,9.385855958,High Risk,1.215111695,1.910174152,71.37155356,94.37217435
LINKOPINGS KOMMUN,Sweden,SSA - Quasi-sovereigns,1.539836585,BBB,4,67.76598742,118.3114286,3.315342921,8.215776918,0.538982904,Low Risk,8.100693082,0.458191026,55.66991637,104.1551306
LINKOPINGS STADSHUS AB,Sweden,SSA - Quasi-sovereigns,3.523517346,B,6,83.69971041,143.2566709,1.013257901,5.544891143,0.121798354,Low Risk,4.812761505,0.561363792,71.68635313,105.7498734
LINYI INVESTMENT DEVELOPMENT CO LTD,China (mainland),Corporate - Industrials,0.58869742,BBB,4,53.12824211,107.5665253,0.839730355,1.797978135,6.613381138,Medium Risk,4.506234251,3.633702826,72.8649899,96.97932432
LITHUANIA (THE REPUBLIC OF),Lithuania,SSA - Sovereigns,0.968488619,BBB,4,60.52534698,62.61153224,2.210561647,4.67758231,2.893524102,Low Risk,4.23899752,4.721661179,77.54720969,95.37525078
LIVENT CORP,United States,Corporate - Materials,4.099622384,AAA,1,90.45118201,108.1721527,3.08553147,9.680725029,2.535010161,Low Risk,5.092115852,3.053742475,55.27913565,105.7591092
LJOSLEIDARINN,Iceland,Corporate - Materials,1.303450979,AAA,1,57.34609618,126.6347213,1.931329453,7.52986193,3.308870877,Medium Risk,9.450505534,3.579250078,99.57009315,106.3700281
LOGAN GROUP CO LTD,Cayman Islands,Financials - Real estate,3.437357485,A,3,67.13225733,90.64165366,3.48369277,8.111626039,2.697960579,Low Risk,5.482037728,3.809848723,62.20684104,100.7036372
LOGICOR FINANCING SARL,Luxembourg,Financials - Real estate,1.571822515,BBB,4,93.23294609,137.9837748,2.537515099,0.328254988,5.114364063,Medium Risk,9.531775383,1.314071373,59.92762018,101.4344502
LOOOP INC.,Japan,Corporate - Energy,0.947486267,BB,5,57.74626556,114.8682953,0.722224722,4.678594626,4.401484472,Medium Risk,1.802901306,0.226148155,76.34014594,100.2885428
LOS ANGELES WORLD AIRPORTS,United States,SSA - Quasi-sovereigns,1.594274859,AA,2,54.13684178,139.9248918,3.478496395,6.466211337,5.124285514,Medium Risk,7.241359788,0.00936372,76.86040897,104.8167881
LOTTE CORP,Korea,Corporate - Consumer Staples,3.750201193,A,3,74.22689975,112.3505311,1.72368271,8.300326836,6.727136115,Medium Risk,8.122395386,1.753246415,71.99103689,103.9315903
LOTTE GLOBAL LOGISTICS CO LTD,Korea,Corporate - Industrials,4.350634106,AAA,1,65.12097556,63.1287972,1.362207602,0.492736536,3.87130509,Medium Risk,6.791288313,1.207321141,88.59460732,97.08617144
LOTTE PROPERTY & DEVELOPMENT CO LTD,Korea,Financials - Real estate,4.235989391,B,6,78.17041822,80.96917111,2.173637551,8.524388856,2.513076871,Low Risk,6.069222802,0.311588625,75.83272004,100.8802603
